"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"129","AFG","AS","Afghanistan","2022",20,22.2932669761755,0,0,0,0,0
"387","AGO","AF","Angola","2022",25,108.857171887412,0,0,0,0,0
"258","ALB","EU","Albania","2022",15,13.7682252277567,0,0,0,0,0
"86","ARE","AS","United Arab Emirates","2022",0,389.977035944268,0,0,0,0,0
"473","ARG","SA","Argentina","2022",35,553.698033752913,0,0,0,1,0
"301","ARM","AS","Armenia","2022",18,13.1389005669424,0,0,0,0,0
"172","ATG","NO","Antigua and Barbuda","2022",25,1.49497699173847,0,0,0,0,0
"602","AUS","OC","Australia","2022",30,1538.45148624739,1,0,0,1,0
"559","AUT","EU","Austria","2022",25,425.322177025529,1,1,0,0,0
"731","AZE","AS","Azerbaijan","2022",20,54.2674532033746,0,0,0,0,0
"1075","BDI","AF","Burundi","2022",30,3.16673439630492,0,0,0,0,0
"903","BEL","EU","Belgium","2022",25,504.147396232362,1,1,0,0,0
"1118","BEN","AF","Benin","2022",30,16.0513398128323,0,0,0,0,0
"946","BFA","AF","Burkina Faso","2022",27.5,16.4101358934685,0,0,0,0,0
"860","BGD","AS","Bangladesh","2022",30,284.294133990314,0,0,0,0,0
"989","BGR","EU","Bulgaria","2022",10,60.9446469470895,0,1,0,0,0
"1032","BHR","AS","Bahrain","2022",0,35.2916092217973,0,0,0,0,0
"1419","BHS","NO","Bahamas","2022",0,10.801188192902,0,0,0,0,0
"774","BIH","EU","Bosnia and Herzegovina","2022",10,18.4411456978669,0,0,0,0,0
"1591","BLR","EU","Belarus","2022",18,59.427521235914,0,0,0,0,0
"1634","BLZ","NO","Belize","2022",0,1.65230872733097,0,0,0,0,0
"1290","BOL","SA","Bolivia (Plurinational State of)","2022",25,37.9877100426651,0,0,0,0,0
"1376","BRA","SA","Brazil","2022",34,1877.12165804981,0,0,0,1,1
"817","BRB","NO","Barbados","2022",5.5,4.3973412130183,0,0,0,0,0
"1247","BRN","AS","Brunei Darussalam","2022",18.5,15.0193468221624,0,0,0,0,0
"1462","BTN","AS","Bhutan","2022",25,2.66580315201261,0,0,0,0,0
"1548","BWA","AF","Botswana","2022",22,16.9711076130095,0,0,0,0,0
"1806","CAF","AF","Central African Republic","2022",30,2.05050605901743,0,0,0,0,0
"1677","CAN","NO","Canada","2022",26.21,1765.42475675219,1,0,1,1,0
"1892","CHE","EU","Switzerland","2022",19.699,769.489336778676,1,0,0,0,0
"2021","CHL","SA","Chile","2022",27,278.245413357063,1,0,0,0,0
"2107","CHN","AS","China","2022",25,16815.2951464644,0,0,0,1,1
"2064","CMR","AF","Cameroon","2022",33,38.0451248530902,0,0,0,0,0
"1763","COD","AF","Democratic Republic of the Congo","2022",30,49.2048576396989,0,0,0,0,0
"1849","COG","AF","Congo","2022",28,8.04642223305793,0,0,0,0,0
"2150","COL","SA","Colombia","2022",35,331.650521482472,1,0,0,0,0
"2279","CPV","AF","Cabo Verde","2022",22,1.8096209767914,0,0,0,0,0
"2193","CRI","NO","Costa Rica","2022",30,63.9171931104353,1,0,0,0,0
"2236","CUB","NO","Cuba","2022",35,84.6986086855263,0,0,0,0,0
"2408","CYP","EU","Cyprus","2022",12.5,24.3358629584659,0,1,0,0,0
"2451","CZE","EU","Czechia","2022",19,216.123748229559,1,1,0,0,0
"2494","DEU","EU","Germany","2022",29.83,3709.60729468065,1,1,1,1,0
"2537","DJI","AF","Djibouti","2022",25,3.30853339334238,0,0,0,0,0
"2623","DMA","NO","Dominica","2022",25,0.48183996877052,0,0,0,0,0
"2580","DNK","EU","Denmark","2022",22,347.77476969816,1,1,0,0,0
"2666","DOM","NO","Dominican Republic","2022",27,94.3693971594253,0,0,0,0,0
"2709","DZA","AF","Algeria","2022",26,167.618649007614,0,0,0,0,0
"2752","ECU","SA","Ecuador","2022",25,99.5950496972487,0,0,0,0,0
"2838","EGY","AF","Egypt","2022",22.5,449.069966433055,0,0,0,0,0
"2924","ERI","AF","Eritrea","2022",30,5.0507761695385,0,0,0,0,0
"2967","ESP","EU","Spain","2022",25,1320.78127098415,1,1,0,0,0
"2795","EST","EU","Estonia","2022",20,29.54076425229,1,1,0,0,0
"3010","ETH","AF","Ethiopia","2022",30,104.415651556682,0,0,0,0,0
"3053","FIN","EU","Finland","2022",20,265.573182797495,1,1,0,0,0
"3096","FJI","OC","Fiji","2022",20,4.79831545662522,0,0,0,0,0
"3268","FRA","EU","France","2022",25.825,2635.44735694668,1,1,1,1,0
"3311","GAB","AF","Gabon","2022",30,15.8478046360596,0,0,0,0,0
"3354","GBR","EU","United Kingdom of Great Britain and Northern Ireland","2022",19,3158.37973372296,1,0,1,1,0
"3440","GEO","AS","Georgia","2022",15,18.3230010706699,0,0,0,0,0
"3569","GHA","AF","Ghana","2022",25,66.6916939167097,0,0,0,0,0
"3741","GIN","AF","Guinea","2022",35,13.9140773353446,0,0,0,0,0
"3698","GMB","AF","Gambia","2022",27,1.80533826324511,0,0,0,0,0
"4042","GNB","AF","Guinea-Bissau","2022",25,1.3381179958706,0,0,0,0,0
"3827","GNQ","AF","Equatorial Guinea","2022",35,8.38038368411291,0,0,0,0,0
"3870","GRC","EU","Greece","2022",22,208.675588949378,1,1,0,0,0
"3397","GRD","NO","Grenada","2022",28,1.11415869274475,0,0,0,0,0
"3956","GTM","NO","Guatemala","2022",25,75.7090918246652,0,0,0,0,0
"4085","GUY","SA","Guyana","2022",25,7.69705290856933,0,0,0,0,0
"4128","HKG","AS","China, Hong Kong Special Administrative Region","2022",16.5,345.073546538801,0,0,0,0,0
"4214","HND","NO","Honduras","2022",25,24.0716433430492,0,0,0,0,0
"4257","HRV","EU","Croatia","2022",18,57.5178567620725,0,1,0,0,0
"4300","HTI","NO","Haiti","2022",30,8.61156096600125,0,0,0,0,0
"4343","HUN","EU","Hungary","2022",9,154.001609520704,1,1,0,0,0
"4386","IDN","AS","Indonesia","2022",22,1108.95890007246,0,0,0,1,0
"4558","IND","AS","India","2022",30,2886.09903573337,0,0,0,1,1
"4429","IRL","EU","Ireland","2022",12.5,424.04216043617,1,1,0,0,0
"4687","IRN","AS","Iran (Islamic Republic of)","2022",25,428.748143808514,0,0,0,0,0
"4644","IRQ","AS","Iraq","2022",15,199.260386403837,0,0,0,0,0
"4730","ISL","EU","Iceland","2022",20,21.0076167458411,1,0,0,0,0
"4472","ISR","AS","Israel","2022",23,366.76689962428,1,0,0,0,0
"4773","ITA","EU","Italy","2022",27.81,1915.65189199548,1,1,1,1,0
"4859","JAM","NO","Jamaica","2022",25,14.7138934575461,0,0,0,0,0
"4902","JOR","AS","Jordan","2022",20,42.8825810175539,0,0,0,0,0
"4945","JPN","AS","Japan","2022",29.74,4607.08937262138,1,0,1,1,0
"5418","KAZ","AS","Kazakhstan","2022",20,223.277801731192,0,0,0,0,0
"4988","KEN","AF","Kenya","2022",30,86.3873826576989,0,0,0,0,0
"5031","KGZ","AS","Kyrgyzstan","2022",10,7.68945923838305,0,0,0,0,0
"5074","KHM","AS","Cambodia","2022",20,24.6344485300334,0,0,0,0,0
"5203","KNA","NO","Saint Kitts and Nevis","2022",33,0.967646663204288,0,0,0,0,0
"5289","KOR","AS","Republic of Korea","2022",27.5,1726.83100564667,1,0,0,1,0
"5332","KWT","AS","Kuwait","2022",15,113.693632478512,0,0,0,0,0
"5461","LAO","AS","Lao People's Democratic Republic","2022",20,19.870348891719,0,0,0,0,0
"5504","LBN","AS","Lebanon","2022",17,34.6660737897873,0,0,0,0,0
"5676","LBR","AF","Liberia","2022",25,3.29224864966744,0,0,0,0,0
"5891","LBY","AF","Libya","2022",20,39.7883118248131,0,0,0,0,0
"5547","LCA","NO","Saint Lucia","2022",30,1.73643332580987,0,0,0,0,0
"5633","LKA","AS","Sri Lanka","2022",24,96.2519750191881,0,0,0,0,0
"5719","LSO","AF","Lesotho","2022",25,2.55826879072755,0,0,0,0,0
"5762","LTU","EU","Lithuania","2022",15,51.4326718336158,1,1,0,0,0
"5805","LUX","EU","Luxembourg","2022",24.94,70.9875076685544,1,1,0,0,0
"5848","LVA","EU","Latvia","2022",20,31.8624876638278,1,1,0,0,0
"6407","MAC","AS","China, Macao Special Administrative Region","2022",12,39.6196993013699,0,0,0,0,0
"5934","MAR","AF","Morocco","2022",31,111.950907017585,0,0,0,0,0
"6020","MDA","EU","Republic of Moldova","2022",12,9.26219847709347,0,0,0,0,0
"6149","MDG","AF","Madagascar","2022",20,13.7904045815387,0,0,0,0,0
"6708","MDV","AS","Maldives","2022",15,4.75908023609314,0,0,0,0,0
"6794","MEX","NO","Mexico","2022",30,1252.94859249755,1,0,0,1,0
"6235","MKD","EU","The former Yugoslav Republic of Macedonia","2022",10,11.499703993923,0,0,0,0,0
"6278","MLI","AF","Mali","2022",30,17.2205988055306,0,0,0,0,0
"6622","MLT","EU","Malta","2022",35,13.8633128098119,0,1,0,0,0
"6321","MMR","AS","Myanmar","2022",22,78.8634517195542,0,0,0,0,0
"6364","MNG","AS","Mongolia","2022",25,15.2335005726224,0,0,0,0,0
"6880","MOZ","AF","Mozambique","2022",32,18.9567686086324,0,0,0,0,0
"6536","MRT","AF","Mauritania","2022",25,7.43029974564031,0,0,0,0,0
"6665","MUS","AF","Mauritius","2022",15,12.6366754692703,0,0,0,0,0
"6751","MWI","AF","Malawi","2022",30,7.81368150146657,0,0,0,0,0
"6837","MYS","AS","Malaysia","2022",24,371.409241538895,0,0,0,0,0
"6923","NAM","AF","Namibia","2022",32,10.6857770615899,0,0,0,0,0
"7009","NER","AF","Niger","2022",30,13.6804112498428,0,0,0,0,0
"7095","NGA","AF","Nigeria","2022",30,526.871292049076,0,0,0,0,0
"7138","NIC","NO","Nicaragua","2022",30,13.2016891995845,0,0,0,0,0
"7181","NLD","EU","Netherlands","2022",25.8,875.550393123251,1,1,0,0,0
"7224","NOR","EU","Norway","2022",22,424.475039306674,1,0,0,0,0
"7267","NPL","AS","Nepal","2022",25,26.9517179199144,0,0,0,0,0
"7396","NZL","OC","New Zealand","2022",28,209.195308362391,1,0,0,0,0
"7439","OMN","AS","Oman","2022",15,73.2449123123826,0,0,0,0,0
"7697","PAK","AS","Pakistan","2022",29,335.268544458422,0,0,0,0,0
"7482","PAN","NO","Panama","2022",25,62.0124869354197,0,0,0,0,0
"7525","PER","SA","Peru","2022",29.5,217.638303424432,0,0,0,0,0
"7654","PHL","AS","Philippines","2022",25,409.228485903121,0,0,0,0,0
"7611","PNG","OC","Papua New Guinea","2022",30,25.3891922881586,0,0,0,0,0
"7740","POL","EU","Poland","2022",19,608.644531019748,1,1,0,0,0
"7869","PRI","NO","Puerto Rico","2022",37.5,96.2756222207715,0,0,0,0,0
"7955","PRT","EU","Portugal","2022",31.5,222.151949437964,1,1,0,0,0
"8041","PRY","SA","Paraguay","2022",10,43.6432916525996,0,0,0,0,0
"8084","QAT","AS","Qatar","2022",10,177.186026839648,0,0,0,0,0
"8170","ROU","EU","Romania","2022",16,233.239198937291,0,1,0,0,0
"8256","RUS","EU","Russian Federation","2022",20,1498.07389766497,0,0,0,1,1
"8299","RWA","AF","Rwanda","2022",30,11.7947214941713,0,0,0,0,0
"8342","SAU","AS","Saudi Arabia","2022",20,705.439258511654,0,0,0,1,0
"8471","SDN","AF","Sudan","2022",35,76.1291788396983,0,0,0,0,0
"8858","SEN","AF","Senegal","2022",30,25.1500955995124,0,0,0,0,0
"8557","SGP","AS","Singapore","2022",17,360.408694750109,0,0,0,0,0
"8385","SLB","OC","Solomon Islands","2022",30,1.324629086614,0,0,0,0,0
"8772","SLE","AF","Sierra Leone","2022",25,5.29351592511245,0,0,0,0,0
"9073","SLV","NO","El Salvador","2022",30,25.6045870731537,0,0,0,0,0
"8213","SRB","EU","Serbia","2022",15,49.6802267595745,0,0,0,0,0
"9030","STP","AF","Sao Tome and Principe","2022",25,0.355553338320444,0,0,0,0,0
"8944","SUR","SA","Suriname","2022",36,4.20806228772495,0,0,0,0,0
"8729","SVK","EU","Slovakia","2022",21,104.654743124067,1,1,0,0,0
"8643","SVN","EU","Slovenia","2022",19,51.3368959858501,1,1,0,0,0
"8514","SWE","EU","Sweden","2022",20.6,572.662302008901,1,1,0,0,0
"9202","SWZ","AF","Swaziland","2022",27.5,4.3080500423584,0,0,0,0,0
"8428","SYC","AF","Seychelles","2022",25,1.52713512215042,0,0,0,0,0
"9159","SYR","AS","Syrian Arab Republic","2022",28,18.7631646215623,0,0,0,0,0
"9288","TCD","AF","Chad","2022",35,10.6354390203792,0,0,0,0,0
"9374","TGO","AF","Togo","2022",27,5.54242853368977,0,0,0,0,0
"9417","THA","AS","Thailand","2022",20,456.351623361343,0,0,0,0,0
"9460","TJK","AS","Tajikistan","2022",18,11.8012063719132,0,0,0,0,0
"9589","TKM","AS","Turkmenistan","2022",8,50.8082049560129,0,0,0,0,0
"9675","TON","OC","Tonga","2022",25,0.425302336406707,0,0,0,0,0
"9761","TTO","NO","Trinidad and Tobago","2022",30,22.4738201067871,0,0,0,0,0
"9632","TUN","AF","Tunisia","2022",15,44.7226892782592,0,0,0,0,0
"9718","TUR","AS","Turkey","2022",23,1109.37500751837,1,0,0,1,0
"9847","TWN","AS","Taiwan","2022",20,670.733224693959,0,0,0,0,0
"9890","TZA","AF","United Republic of Tanzania","2022",30,69.6192993987093,0,0,0,0,0
"9976","UGA","AF","Uganda","2022",30,45.0260198419203,0,0,0,0,0
"9933","UKR","EU","Ukraine","2022",18,105.994873556945,0,0,0,0,0
"10105","URY","SA","Uruguay","2022",25,58.7789851035112,0,0,0,0,0
"10062","USA","NO","United States of America","2022",25.808,21100.2680748265,1,0,1,1,0
"10148","UZB","AS","Uzbekistan","2022",15,111.173282834589,0,0,0,0,0
"10234","VCT","NO","Saint Vincent and the Grenadines","2022",30,0.786560809335748,0,0,0,0,0
"10277","VEN","SA","Venezuela (Bolivarian Republic of)","2022",34,110.253566574305,0,0,0,0,0
"10406","VNM","AS","Viet Nam","2022",20,291.711871928109,0,0,0,0,0
"10449","VUT","OC","Vanuatu","2022",0,0.844012698639631,0,0,0,0,0
"10535","WSM","OC","Samoa","2022",27,0.831100479250276,0,0,0,0,0
"10621","YEM","AS","Yemen","2022",20,17.5701813408923,0,0,0,0,0
"10707","ZAF","AF","South Africa","2022",28,324.038010171653,0,0,0,1,1
"10750","ZMB","AF","Zambia","2022",30,24.3366690986752,0,0,0,0,0
"10793","ZWE","AF","Zimbabwe","2022",24.72,19.4245096990823,0,0,0,0,0
